Shape,Cut,Color,Clarity,Carat,Length/Width Ratio,Depth %,Table %,Polish,Symmetry,Girdle,Length,Width,Height,Price,Type,price_category,price_category_encoded,Cut_encoded,Color_encoded,Clarity_encoded,Polish_encoded,Symmetry_encoded,Girdle_encoded,Carat_category,Carat_category_encoded
Princess,Ideal,E,VS1,1.06,1.02,71.5,65.0,Excellent,Excellent,Medium,5.73,5.62,4.02,1050,IGI Lab-Grown,very low,1,5,6,5,4.0,4.0,4.0,small,3
Princess,Very Good,G,VS2,1.0,1.03,76.1,73.0,Excellent,Very Good,Slightly Thick to Very Thick,5.43,5.29,4.03,4190,GIA,high,4,3,4,4,4.0,3.0,6.5,extra small,2
Princess,Ideal,H,VS1,1.0,1.01,74.8,73.0,Excellent,Very Good,Very Thick,5.38,5.34,3.99,3010,GIA,medium,3,5,3,5,4.0,3.0,7.0,extra small,2
Princess,Ideal,G,VVS2,1.01,1.01,72.5,70.0,Excellent,Excellent,Very Thick,5.38,5.32,3.86,3610,GIA,medium,3,5,4,6,4.0,4.0,7.0,small,3
Cushion,Ideal,E,VS1,3.6,1.01,65.6,66.0,Excellent,Excellent,Medium to Slightly Thick,9.08,8.97,5.88,7670,IGI Lab-Grown,very high,5,5,6,5,4.0,4.0,4.5,ultra large (3+),7
Princess,Ideal,H,VS2,1.07,1.04,74.6,75.0,Very Good,Very Good,Thick to Very Thick,5.7,5.48,4.09,3190,GIA,medium,3,5,3,4,3.0,3.0,6.5,small,3
Princess,Ideal,F,VS1,1.01,1.02,73.9,72.0,Excellent,Very Good,Slightly Thick to Thick,5.67,5.54,4.09,4060,GIA,high,4,5,5,5,4.0,3.0,5.5,small,3
Round,Excellent,H,VS1,1.0,1.01,63.0,58.0,Excellent,Excellent,Slightly Thick,6.3,6.35,3.99,4140,GIA,high,4,4,3,5,4.0,4.0,5.0,extra small,2
Princess,Ideal,E,VVS2,1.04,1.0,73.4,72.0,Excellent,Excellent,Medium,5.38,5.38,3.95,1210,IGI Lab-Grown,low,2,5,6,6,4.0,4.0,4.0,small,3
Round,Excellent,H,VS2,1.0,1.0,62.8,58.0,Excellent,Excellent,Medium to Slightly Thick,6.35,6.38,3.99,3900,GIA,high,4,4,3,4,4.0,4.0,4.5,extra small,2
Round,Excellent,D,VS1,1.54,1.01,61.5,57.0,Excellent,Excellent,Medium to Slightly Thick,7.4,7.45,4.57,1800,GIA Lab-Grown,low,2,4,7,5,4.0,4.0,4.5,medium,4
Round,Very Good,H,VS2,1.01,1.01,64.8,56.0,Very Good,Very Good,Medium to Thick,6.22,6.27,4.04,3930,GIA,high,4,3,3,4,3.0,3.0,5.0,small,3
Princess,Ideal,D,VVS2,1.03,1.02,71.1,69.0,Very Good,Very Good,Medium to Slightly Thick,5.63,5.53,3.93,1170,GIA Lab-Grown,low,2,5,7,6,3.0,3.0,4.5,small,3
Round,Excellent,H,VS1,1.0,1.01,61.5,59.0,Excellent,Very Good,Medium to Slightly Thick,6.35,6.41,3.92,3700,GIA,medium,3,4,3,5,4.0,3.0,4.5,extra small,2
Cushion,Ideal,F,VS1,2.87,1.02,68.3,61.0,Excellent,Excellent,Medium to Slightly Thick,8.29,8.13,5.55,5520,IGI Lab-Grown,very high,5,5,5,5,4.0,4.0,4.5,extra large,6
Round,Excellent,D,VS1,1.56,1.0,61.9,56.0,Excellent,Excellent,Medium to Slightly Thick,7.42,7.44,4.6,1830,GIA Lab-Grown,low,2,4,7,5,4.0,4.0,4.5,medium,4
Princess,Ideal,E,VVS2,1.01,1.01,73.9,70.0,Excellent,Very Good,Thick to Very Thick,5.39,5.34,3.95,3990,GIA,high,4,5,6,6,4.0,3.0,6.5,small,3
Princess,Ideal,D,VS1,1.01,1.01,74.7,65.0,Excellent,Very Good,Slightly Thick,5.51,5.45,4.07,1040,GIA Lab-Grown,very low,1,5,7,5,4.0,3.0,5.0,small,3
Princess,Ideal,E,VS1,1.01,1.02,73.6,74.0,Excellent,Very Good,Slightly Thick to Thick,5.51,5.41,3.98,4090,GIA,high,4,5,6,5,4.0,3.0,5.5,small,3
Round,Excellent,H,VS2,1.01,1.0,62.5,58.0,Excellent,Excellent,Medium to Slightly Thick,6.39,6.42,4.0,4140,GIA,high,4,4,3,4,4.0,4.0,4.5,small,3
Cushion Modified,Ideal,H,VS2,1.0,1.01,69.2,59.0,Excellent,Excellent,Medium to Slightly Thick,5.58,5.55,3.84,2260,GIA,low,2,5,3,4,4.0,4.0,4.5,extra small,2
Princess,Very Good,D,VS2,1.0,1.02,71.4,73.0,Excellent,Good,Slightly Thick,5.57,5.45,3.89,3160,GIA,medium,3,3,7,4,4.0,2.0,5.0,extra small,2
Princess,Ideal,E,VVS2,1.03,1.03,72.4,70.0,Excellent,Excellent,Medium,5.58,5.44,3.94,1200,IGI Lab-Grown,low,2,5,6,6,4.0,4.0,4.0,small,3
Round,Excellent,G,VS2,1.01,1.01,62.5,57.0,Very Good,Very Good,Medium to Slightly Thick,6.33,6.4,3.98,4060,GIA,high,4,4,4,4,3.0,3.0,4.5,small,3
Round,Ideal,D,VS1,1.59,1.0,61.6,58.0,Excellent,Excellent,Medium,7.48,7.49,4.61,1860,IGI Lab-Grown,low,2,5,7,5,4.0,4.0,4.0,medium,4
Round,Excellent,D,VS1,1.57,1.0,60.7,58.0,Excellent,Excellent,Medium,7.51,7.54,4.57,1840,GIA Lab-Grown,low,2,4,7,5,4.0,4.0,4.0,medium,4
Cushion Modified,Ideal,D,VVS2,1.45,1.04,67.0,62.0,Excellent,Excellent,Slightly Thick to Thick,6.69,6.44,4.31,2260,GIA Lab-Grown,low,2,5,7,6,4.0,4.0,5.5,small,3
Round,Excellent,E,VS1,1.53,1.01,60.7,57.0,Excellent,Excellent,Medium to Slightly Thick,7.43,7.47,4.52,1740,GIA Lab-Grown,low,2,4,6,5,4.0,4.0,4.5,medium,4
Cushion Modified,Very Good,G,VS1,1.01,1.16,67.7,66.0,Excellent,Excellent,Slightly Thick to Very Thick,6.32,5.43,3.68,1290,GIA,low,2,3,4,5,4.0,4.0,6.5,small,3
Princess,Ideal,H,VVS1,1.0,1.0,72.3,70.0,Excellent,Excellent,Medium to Slightly Thick,5.42,5.41,3.91,3290,GIA,medium,3,5,3,7,4.0,4.0,4.5,extra small,2
Round,Ideal,D,VS1,1.58,1.0,61.5,57.0,Excellent,Excellent,Medium,7.47,7.49,4.6,1850,IGI Lab-Grown,low,2,5,7,5,4.0,4.0,4.0,medium,4
Round,Ideal,E,VS1,1.59,1.0,61.9,57.0,Excellent,Excellent,Medium,7.46,7.49,4.63,1850,IGI Lab-Grown,low,2,5,6,5,4.0,4.0,4.0,medium,4
Cushion,Ideal,D,VVS2,1.45,1.0,66.4,64.0,Excellent,Excellent,Medium to Thick,6.5,6.48,4.3,2770,IGI Lab-Grown,medium,3,5,7,6,4.0,4.0,5.0,small,3
Round,Excellent,D,VS1,1.56,1.01,60.7,59.0,Excellent,Excellent,Medium to Slightly Thick,7.45,7.5,4.53,1830,GIA Lab-Grown,low,2,4,7,5,4.0,4.0,4.5,medium,4
Cushion Modified,Ideal,E,VVS2,1.61,1.02,67.0,60.0,Excellent,Excellent,Medium to Thick,6.77,6.63,4.44,2500,GIA Lab-Grown,medium,3,5,6,6,4.0,4.0,5.0,medium,4
Princess,Ideal,G,VVS2,1.01,1.03,73.3,73.0,Excellent,Very Good,Medium to Thick,5.67,5.49,4.03,3350,GIA,medium,3,5,4,6,4.0,3.0,5.0,small,3
Round,Excellent,E,VS1,1.53,1.01,61.7,58.0,Excellent,Excellent,Medium,7.37,7.41,4.56,1740,GIA Lab-Grown,low,2,4,6,5,4.0,4.0,4.0,medium,4
Princess,Ideal,H,VS2,1.01,1.02,73.6,72.0,Very Good,Very Good,Medium to Slightly Thick,5.73,5.62,4.14,3090,GIA,medium,3,5,3,4,3.0,3.0,4.5,small,3
Princess,Ideal,E,VVS2,1.04,1.0,70.8,69.0,Excellent,Excellent,Medium,5.54,5.52,3.91,1210,IGI Lab-Grown,low,2,5,6,6,4.0,4.0,4.0,small,3
Princess,Ideal,F,VVS2,1.02,1.04,74.3,74.0,Excellent,Very Good,Medium,5.67,5.47,4.07,3400,GIA,medium,3,5,5,6,4.0,3.0,4.0,small,3
Princess,Ideal,H,VVS1,1.0,1.03,74.8,71.0,Excellent,Excellent,Very Thick,5.41,5.23,3.91,3120,GIA,medium,3,5,3,7,4.0,4.0,7.0,extra small,2
Princess,Ideal,H,VVS2,1.01,1.01,73.9,71.0,Excellent,Excellent,Slightly Thick,5.46,5.39,3.98,4060,GIA,high,4,5,3,6,4.0,4.0,5.0,small,3
Princess,Ideal,D,VS1,1.07,1.04,69.4,68.0,Excellent,Excellent,Medium to Slightly Thick,5.69,5.49,3.81,1150,IGI Lab-Grown,very low,1,5,7,5,4.0,4.0,4.5,small,3
Princess,Very Good,H,VVS2,1.01,1.01,74.8,76.0,Excellent,Excellent,Thick to Very Thick,5.47,5.4,4.04,3090,GIA,medium,3,3,3,6,4.0,4.0,6.5,small,3
Round,Ideal,E,VS1,1.57,1.0,61.5,58.0,Excellent,Excellent,Medium,7.44,7.46,4.58,1820,IGI Lab-Grown,low,2,5,6,5,4.0,4.0,4.0,medium,4
Round,Very Good,G,VS2,1.0,1.01,64.5,56.0,Excellent,Good,Medium to Thick,6.16,6.25,4.0,3810,GIA,high,4,3,4,4,4.0,2.0,5.0,extra small,2
Princess,Ideal,F,VS1,1.01,1.02,73.3,69.0,Excellent,Very Good,Slightly Thick,5.49,5.36,3.93,3230,GIA,medium,3,5,5,5,4.0,3.0,5.0,small,3
Round,Very Good,G,VS1,1.0,1.03,64.9,57.0,Excellent,Good,Medium to Thick,6.08,6.24,4.0,3910,GIA,high,4,3,4,5,4.0,2.0,5.0,extra small,2
Cushion,Ideal,E,VS1,2.71,1.01,67.2,64.0,Excellent,Excellent,Thin to Medium,8.17,8.1,5.44,4360,IGI Lab-Grown,high,4,5,6,5,4.0,4.0,3.5,extra large,6
Round,Excellent,E,VS1,1.55,1.0,61.9,56.0,Excellent,Excellent,Thin to Slightly Thick,7.39,7.42,4.58,1770,GIA Lab-Grown,low,2,4,6,5,4.0,4.0,4.0,medium,4
Round,Excellent,F,VS1,1.53,1.0,60.5,59.0,Excellent,Excellent,Medium to Slightly Thick,7.44,7.46,4.51,1840,GIA Lab-Grown,low,2,4,5,5,4.0,4.0,4.5,medium,4
Cushion Modified,Ideal,D,VS1,1.46,1.05,67.0,62.0,Excellent,Excellent,Slightly Thick to Thick,6.73,6.39,4.28,1940,GIA Lab-Grown,low,2,5,7,5,4.0,4.0,5.5,small,3
Round,Excellent,H,VS2,1.0,1.01,61.7,61.0,Excellent,Excellent,Slightly Thick,6.34,6.38,3.92,3880,GIA,high,4,4,3,4,4.0,4.0,5.0,extra small,2
Princess,Ideal,E,VVS2,1.1,1.0,71.5,65.0,Excellent,Very Good,Thick to Very Thick,5.6,5.58,3.99,1200,GIA Lab-Grown,low,2,5,6,6,4.0,3.0,6.5,small,3
Round,Excellent,H,VS2,1.01,1.0,62.5,57.0,Excellent,Excellent,Medium to Slightly Thick,6.41,6.44,4.01,3940,GIA,high,4,4,3,4,4.0,4.0,4.5,small,3
Princess,Ideal,E,VS1,1.09,1.01,72.6,71.0,Excellent,Excellent,Medium to Slightly Thick,5.57,5.54,4.02,1080,IGI Lab-Grown,very low,1,5,6,5,4.0,4.0,4.5,small,3
Princess,Ideal,D,VS1,1.01,1.03,68.0,74.0,Excellent,Very Good,Medium to Slightly Thick,5.8,5.64,3.83,3890,GIA,high,4,5,7,5,4.0,3.0,4.5,small,3
Round,Ideal,D,VS1,1.59,1.0,62.0,56.0,Excellent,Excellent,Medium,7.45,7.48,4.63,1860,IGI Lab-Grown,low,2,5,7,5,4.0,4.0,4.0,medium,4
Round,Excellent,E,VS1,1.57,1.0,61.7,57.0,Excellent,Excellent,Medium to Slightly Thick,7.43,7.45,4.6,1790,GIA Lab-Grown,low,2,4,6,5,4.0,4.0,4.5,medium,4
Cushion,Ideal,D,VVS1,1.53,1.0,63.3,63.0,Excellent,Excellent,Medium to Thick,6.72,6.71,4.25,3980,IGI Lab-Grown,high,4,5,7,7,4.0,4.0,5.0,medium,4
Round,Ideal,E,VS1,1.59,1.0,61.5,57.0,Excellent,Excellent,Medium,7.49,7.51,4.61,1850,IGI Lab-Grown,low,2,5,6,5,4.0,4.0,4.0,medium,4
Princess,Ideal,F,VVS2,1.03,1.01,69.4,61.0,Excellent,Excellent,Medium,5.6,5.52,3.83,1150,IGI Lab-Grown,very low,1,5,5,6,4.0,4.0,4.0,small,3
Round,Very Good,H,VS2,1.0,1.01,64.8,58.0,Excellent,Very Good,Slightly Thick to Thick,6.15,6.22,4.01,3340,GIA,medium,3,3,3,4,4.0,3.0,5.5,extra small,2
Cushion Modified,Ideal,D,VVS1,2.45,1.02,66.6,59.0,Excellent,Very Good,Slightly Thick to Thick,7.74,7.6,5.06,5370,GIA Lab-Grown,very high,5,5,7,7,4.0,3.0,5.5,large,5
Cushion Modified,Ideal,D,VVS2,2.02,1.03,68.2,61.0,Excellent,Excellent,Medium to Thick,7.44,7.25,4.95,4270,GIA Lab-Grown,high,4,5,7,6,4.0,4.0,5.0,large,5
Cushion Modified,Ideal,F,VS1,2.01,1.05,67.7,61.0,Excellent,Excellent,Slightly Thick to Very Thick,7.5,7.12,4.82,3970,GIA Lab-Grown,high,4,5,5,5,4.0,4.0,6.5,large,5
Round,Excellent,H,VS2,1.0,1.01,62.5,52.0,Excellent,Very Good,Medium to Slightly Thick,6.36,6.43,4.0,3520,GIA,medium,3,4,3,4,4.0,3.0,4.5,extra small,2
Princess,Ideal,E,VS1,1.2,1.02,71.0,69.0,Excellent,Very Good,Slightly Thick to Very Thick,5.88,5.74,4.08,1120,GIA Lab-Grown,very low,1,5,6,5,4.0,3.0,6.5,small,3
Round,Very Good,H,VS2,1.01,1.01,64.1,56.0,Excellent,Very Good,Thin to Thick,6.23,6.29,4.01,3510,GIA,medium,3,3,3,4,4.0,3.0,4.5,small,3
Princess,Ideal,E,VS2,1.01,1.02,72.5,75.0,Excellent,Very Good,Slightly Thick,5.7,5.61,4.07,3290,GIA,medium,3,5,6,4,4.0,3.0,5.0,small,3
Cushion Modified,Ideal,F,VS1,2.11,1.02,67.4,61.0,Excellent,Excellent,Thin to Medium,7.56,7.42,5.0,5030,GIA Lab-Grown,very high,5,5,5,5,4.0,4.0,3.5,large,5
Princess,Ideal,E,VS1,1.23,1.0,74.0,67.0,Excellent,Very Good,Slightly Thick to Thick,5.78,5.76,4.26,1140,GIA Lab-Grown,very low,1,5,6,5,4.0,3.0,5.5,small,3
Princess,Very Good,G,VS2,1.0,1.04,71.0,78.0,Excellent,Excellent,Slightly Thick,5.71,5.49,3.9,2720,GIA,medium,3,3,4,4,4.0,4.0,5.0,extra small,2
Princess,Ideal,E,VS1,1.21,1.0,70.9,68.0,Excellent,Excellent,Medium,5.81,5.8,4.11,1180,IGI Lab-Grown,low,2,5,6,5,4.0,4.0,4.0,small,3
Princess,Ideal,G,VVS1,1.03,1.02,74.5,63.0,Excellent,Excellent,Thick,5.58,5.48,4.08,3890,GIA,high,4,5,4,7,4.0,4.0,6.0,small,3
Cushion,Ideal,D,VVS2,1.5,1.0,66.9,65.0,Excellent,Excellent,Thin to Slightly Thick,6.56,6.55,4.38,2990,IGI Lab-Grown,medium,3,5,7,6,4.0,4.0,4.0,small,3
Princess,Ideal,G,IF,1.07,1.03,74.5,70.0,Very Good,Very Good,Thin to Thick,5.64,5.47,4.07,3630,GIA,medium,3,5,4,8,3.0,3.0,4.5,small,3
Princess,Ideal,G,VS2,1.01,1.01,74.4,72.0,Excellent,Very Good,Very Thick,5.35,5.32,3.96,4190,GIA,high,4,5,4,4,4.0,3.0,7.0,small,3
Round,Ideal,E,VS1,1.58,1.0,60.5,58.0,Excellent,Excellent,Thin to Medium,7.53,7.56,4.56,1840,IGI Lab-Grown,low,2,5,6,5,4.0,4.0,3.5,medium,4
Princess,Very Good,G,VVS2,1.01,1.02,75.3,70.0,Excellent,Very Good,Very Thick,5.36,5.25,3.95,2740,GIA,medium,3,3,4,6,4.0,3.0,7.0,small,3
Round,Ideal,D,VS1,1.58,1.0,61.4,57.0,Excellent,Excellent,Medium to Slightly Thick,7.49,7.52,4.61,1850,IGI Lab-Grown,low,2,5,7,5,4.0,4.0,4.5,medium,4
Round,Excellent,D,VS1,1.56,1.01,61.5,60.0,Excellent,Excellent,Medium to Slightly Thick,7.43,7.47,4.58,1830,GIA Lab-Grown,low,2,4,7,5,4.0,4.0,4.5,medium,4
Cushion Modified,Ideal,H,VS1,1.04,1.03,67.9,60.0,Excellent,Excellent,Slightly Thick to Very Thick,5.75,5.59,3.8,2310,GIA,low,2,5,3,5,4.0,4.0,6.5,small,3
Princess,Ideal,G,VS1,1.06,1.0,73.6,68.0,Excellent,Very Good,Slightly Thick,5.58,5.57,4.1,3130,GIA,medium,3,5,4,5,4.0,3.0,5.0,small,3
Cushion Modified,Ideal,F,VS1,2.86,1.05,67.9,59.0,Excellent,Excellent,Slightly Thick to Thick,8.49,8.1,5.5,6170,GIA Lab-Grown,very high,5,5,5,5,4.0,4.0,5.5,extra large,6
Round,Excellent,H,VS2,1.01,1.01,62.7,58.0,Excellent,Excellent,Thin to Slightly Thick,6.37,6.41,4.01,4050,GIA,high,4,4,3,4,4.0,4.0,4.0,small,3
Princess,Ideal,G,VVS1,1.03,1.01,72.5,71.0,Excellent,Very Good,Slightly Thick to Thick,5.47,5.44,3.95,3540,GIA,medium,3,5,4,7,4.0,3.0,5.5,small,3
Cushion,Ideal,F,VS1,1.61,1.0,67.3,63.0,Excellent,Excellent,Medium to Slightly Thick,6.78,6.76,4.55,2800,IGI Lab-Grown,medium,3,5,5,5,4.0,4.0,4.5,medium,4
Cushion Modified,Ideal,E,VVS2,1.57,1.02,66.0,60.0,Excellent,Excellent,Thin to Slightly Thick,6.85,6.74,4.45,2330,GIA Lab-Grown,low,2,5,6,6,4.0,4.0,4.0,medium,4
Cushion Modified,Ideal,D,VS1,1.53,1.03,67.4,58.5,Excellent,Excellent,Medium to Slightly Thick,6.9,6.68,4.5,2090,IGI Lab-Grown,low,2,5,7,5,4.0,4.0,4.5,medium,4
Round,Excellent,F,VS2,1.0,1.01,62.4,58.0,Excellent,Very Good,Medium to Slightly Thick,6.3,6.38,3.96,4070,GIA,high,4,4,5,4,4.0,3.0,4.5,extra small,2
Round,Ideal,E,VS1,1.59,1.0,61.7,57.0,Excellent,Excellent,Medium,7.48,7.51,4.62,1850,IGI Lab-Grown,low,2,5,6,5,4.0,4.0,4.0,medium,4
Princess,Ideal,F,VVS2,1.07,1.0,72.2,69.0,Excellent,Very Good,Slightly Thick to Thick,5.52,5.52,3.98,1130,GIA Lab-Grown,very low,1,5,5,6,4.0,3.0,5.5,small,3
Princess,Ideal,E,VS1,1.01,1.02,73.6,75.0,Very Good,Very Good,Medium to Slightly Thick,5.7,5.57,4.1,3740,GIA,medium,3,5,6,5,3.0,3.0,4.5,small,3
Round,Excellent,H,VS2,1.0,1.01,62.9,58.0,Excellent,Excellent,Slightly Thick,6.32,6.36,3.99,3840,GIA,high,4,4,3,4,4.0,4.0,5.0,extra small,2
Princess,Ideal,E,VS2,1.0,1.0,68.6,71.0,Very Good,Excellent,Slightly Thick to Thick,5.53,5.52,3.79,2870,GIA,medium,3,5,6,4,3.0,4.0,5.5,extra small,2
Princess,Ideal,D,VS1,1.07,1.01,72.7,70.0,Excellent,Excellent,Medium,5.52,5.46,3.97,1150,IGI Lab-Grown,very low,1,5,7,5,4.0,4.0,4.0,small,3
Round,Ideal,D,VS1,1.57,1.0,61.3,57.0,Excellent,Excellent,Medium,7.48,7.5,4.59,1840,IGI Lab-Grown,low,2,5,7,5,4.0,4.0,4.0,medium,4
Princess,Ideal,G,VS1,1.02,1.02,71.0,71.0,Excellent,Very Good,Slightly Thick,5.68,5.56,3.95,3020,GIA,medium,3,5,4,5,4.0,3.0,5.0,small,3
Round,Ideal,E,VS1,1.58,1.01,61.3,57.0,Excellent,Excellent,Medium,7.46,7.55,4.59,1840,IGI Lab-Grown,low,2,5,6,5,4.0,4.0,4.0,medium,4
Round,Excellent,D,VS1,1.52,1.0,61.2,58.0,Excellent,Excellent,Slightly Thick,7.36,7.39,4.51,1780,GIA Lab-Grown,low,2,4,7,5,4.0,4.0,5.0,medium,4
Round,Very Good,H,VS1,1.0,1.0,64.1,59.0,Excellent,Excellent,Slightly Thick to Thick,6.3,6.33,4.05,3250,GIA,medium,3,3,3,5,4.0,4.0,5.5,extra small,2
Round,Very Good,H,VVS2,1.0,1.01,64.0,56.0,Very Good,Very Good,Slightly Thick to Thick,6.18,6.26,3.98,4020,GIA,high,4,3,3,6,3.0,3.0,5.5,extra small,2
Princess,Ideal,E,VVS2,1.03,1.0,73.1,65.0,Excellent,Excellent,Medium,5.47,5.47,4.0,1200,IGI Lab-Grown,low,2,5,6,6,4.0,4.0,4.0,small,3
Cushion Modified,Ideal,F,VVS2,2.57,1.01,66.9,62.0,Excellent,Excellent,Slightly Thick to Thick,7.98,7.87,5.27,5250,GIA Lab-Grown,very high,5,5,5,6,4.0,4.0,5.5,extra large,6
Princess,Ideal,E,VS1,1.16,1.02,71.8,69.0,Excellent,Excellent,Medium,5.75,5.64,4.05,1150,IGI Lab-Grown,very low,1,5,6,5,4.0,4.0,4.0,small,3
Princess,Ideal,E,VS1,1.12,1.01,70.1,67.0,Excellent,Excellent,Thick to Very Thick,5.72,5.68,3.98,1110,GIA Lab-Grown,very low,1,5,6,5,4.0,4.0,6.5,small,3
Cushion Modified,Ideal,D,VVS1,1.89,1.02,67.0,60.0,Excellent,Excellent,Medium to Thick,7.08,6.96,4.66,4230,GIA Lab-Grown,high,4,5,7,7,4.0,4.0,5.0,medium,4
Princess,Ideal,E,VVS2,1.02,1.0,70.9,65.0,Excellent,Excellent,Medium,5.53,5.53,3.92,1190,IGI Lab-Grown,low,2,5,6,6,4.0,4.0,4.0,small,3
Round,Excellent,G,VS2,1.0,1.01,62.4,58.0,Excellent,Excellent,Medium to Slightly Thick,6.35,6.4,3.98,4150,GIA,high,4,4,4,4,4.0,4.0,4.5,extra small,2
Cushion Modified,Ideal,H,IF,1.01,1.06,69.7,58.0,Excellent,Excellent,Slightly Thick to Thick,5.73,5.39,3.76,2410,GIA,medium,3,5,3,8,4.0,4.0,5.5,small,3
Princess,Ideal,D,VS1,1.05,1.0,72.2,69.0,Excellent,Excellent,Medium,5.54,5.53,3.99,1130,IGI Lab-Grown,very low,1,5,7,5,4.0,4.0,4.0,small,3
Princess,Ideal,F,VVS2,1.08,1.02,72.3,71.0,Excellent,Excellent,Medium,5.7,5.59,4.04,1200,IGI Lab-Grown,low,2,5,5,6,4.0,4.0,4.0,small,3
Cushion Modified,Ideal,F,VS1,1.56,1.04,62.5,62.0,Excellent,Very Good,Medium to Thick,7.07,6.83,4.27,2030,GIA Lab-Grown,low,2,5,5,5,4.0,3.0,5.0,medium,4
Round,Excellent,D,VS1,1.58,1.0,62.4,58.0,Excellent,Excellent,Slightly Thick,7.4,7.42,4.62,1850,GIA Lab-Grown,low,2,4,7,5,4.0,4.0,5.0,medium,4
Round,Excellent,D,VS1,1.51,1.01,61.9,56.0,Excellent,Excellent,Medium,7.32,7.36,4.55,1770,GIA Lab-Grown,low,2,4,7,5,4.0,4.0,4.0,medium,4
Round,Ideal,E,VS1,1.56,1.0,61.1,58.0,Excellent,Excellent,Medium,7.47,7.49,4.57,1810,IGI Lab-Grown,low,2,5,6,5,4.0,4.0,4.0,medium,4
Cushion Modified,Ideal,E,VS1,2.17,1.01,66.4,61.0,Excellent,Excellent,Medium to Slightly Thick,7.61,7.54,5.01,3360,GIA Lab-Grown,medium,3,5,6,5,4.0,4.0,4.5,large,5
Princess,Ideal,G,VS2,1.01,1.01,73.7,74.0,Very Good,Very Good,Slightly Thick to Thick,5.48,5.45,4.02,7960,GIA,very high,5,5,4,4,3.0,3.0,5.5,small,3
Round,Excellent,H,VS2,1.09,1.01,60.8,59.0,Excellent,Excellent,Medium to Slightly Thick,6.59,6.63,4.02,3570,GIA,medium,3,4,3,4,4.0,4.0,4.5,small,3
Cushion Modified,Ideal,D,VVS1,1.37,1.02,67.7,62.0,Excellent,Excellent,Medium to Slightly Thick,6.37,6.25,4.23,2360,GIA Lab-Grown,medium,3,5,7,7,4.0,4.0,4.5,small,3
Cushion Modified,Ideal,D,VVS2,1.53,1.03,67.9,63.0,Excellent,Excellent,Slightly Thick to Thick,6.87,6.64,4.51,2520,GIA Lab-Grown,medium,3,5,7,6,4.0,4.0,5.5,medium,4
Round,Excellent,E,VS1,1.57,1.01,61.4,58.0,Excellent,Excellent,Medium to Slightly Thick,7.43,7.48,4.57,1790,GIA Lab-Grown,low,2,4,6,5,4.0,4.0,4.5,medium,4
Round,Excellent,E,VS1,1.57,1.01,61.6,57.0,Excellent,Excellent,Medium to Slightly Thick,7.43,7.47,4.59,1790,GIA Lab-Grown,low,2,4,6,5,4.0,4.0,4.5,medium,4
Round,Ideal,D,VS1,1.58,1.0,61.9,58.0,Excellent,Excellent,Medium to Slightly Thick,7.42,7.44,4.6,1850,IGI Lab-Grown,low,2,5,7,5,4.0,4.0,4.5,medium,4
Round,Ideal,D,VS1,1.59,1.0,61.4,57.0,Excellent,Excellent,Medium,7.5,7.51,4.62,1860,IGI Lab-Grown,low,2,5,7,5,4.0,4.0,4.0,medium,4
Princess,Ideal,G,VVS1,1.0,1.01,72.6,71.0,Excellent,Excellent,Slightly Thick to Thick,5.45,5.38,3.91,3780,GIA,medium,3,5,4,7,4.0,4.0,5.5,extra small,2
Cushion Modified,Ideal,D,VVS1,1.63,1.02,67.7,61.0,Excellent,Excellent,Medium to Thick,6.74,6.63,4.49,3520,GIA Lab-Grown,medium,3,5,7,7,4.0,4.0,5.0,medium,4
Princess,Ideal,E,VVS2,1.01,1.03,70.9,69.0,Excellent,Excellent,Slightly Thick,5.48,5.32,3.77,1180,IGI Lab-Grown,low,2,5,6,6,4.0,4.0,5.0,small,3
Princess,Very Good,H,VVS1,1.03,1.02,76.1,72.0,Excellent,Very Good,Thick to Very Thick,5.39,5.29,4.02,3090,GIA,medium,3,3,3,7,4.0,3.0,6.5,small,3
Round,Very Good,H,VS2,1.0,1.01,64.6,57.0,Excellent,Very Good,Slightly Thick to Thick,6.18,6.25,4.01,3320,GIA,medium,3,3,3,4,4.0,3.0,5.5,extra small,2
Princess,Ideal,E,VVS2,1.03,1.01,68.8,68.0,Excellent,Excellent,Slightly Thick,5.51,5.45,3.75,1200,IGI Lab-Grown,low,2,5,6,6,4.0,4.0,5.0,small,3
Princess,Ideal,E,VVS2,1.04,1.03,73.3,71.0,Excellent,Excellent,Slightly Thick,5.55,5.4,3.96,1210,IGI Lab-Grown,low,2,5,6,6,4.0,4.0,5.0,small,3
Round,Excellent,H,VS2,1.01,1.01,61.1,60.0,Excellent,Excellent,Medium to Slightly Thick,6.45,6.49,3.95,4050,GIA,high,4,4,3,4,4.0,4.0,4.5,small,3
Round,Ideal,D,VS1,1.58,1.0,61.5,58.0,Excellent,Excellent,Medium,7.46,7.49,4.6,1850,IGI Lab-Grown,low,2,5,7,5,4.0,4.0,4.0,medium,4
Princess,Very Good,F,VS1,1.01,1.01,70.6,77.0,Very Good,Excellent,Thin to Slightly Thick,5.63,5.57,3.93,3420,GIA,medium,3,3,5,5,3.0,4.0,4.0,small,3
Round,Excellent,E,VS1,1.58,1.01,60.6,59.0,Excellent,Excellent,Medium to Slightly Thick,7.5,7.55,4.56,1800,GIA Lab-Grown,low,2,4,6,5,4.0,4.0,4.5,medium,4
